customer_id,age,gender,region,annual_income,membership_years,recency_days,frequency_last_year,monetary_last_year,avg_basket_value,online_purchase_ratio,preferred_category,_true_segment
C10779,18,Male,South,30574.59,0.83,44.7,5,85.54,16.14,0.79,Electronics,New / Occasional Shopper
C10780,31,Female,North,53724.93,1.26,9.9,13,913.48,72.7,0.88,Electronics,Young Digital Shopper
C10781,34,Female,South,42345.84,0.5,24.0,6,211.48,34.14,0.45,Sports,New / Occasional Shopper
C10782,43,Female,South,49222.68,6.94,14.3,17,246.58,14.22,0.64,Groceries,Bargain Hunter
C10783,33,Male,North,32758.76,4.24,74.7,2,159.26,97.95,0.28,Groceries,At-Risk / Churning
C10784,24,Female,South,42604.92,0.81,32.1,8,200.9,26.18,0.33,Home & Living,New / Occasional Shopper
C10785,19,Male,South,69096.66,3.21,1.7,22,1010.02,45.28,0.93,Electronics,Young Digital Shopper
C10786,42,Male,East,35533.51,0.78,37.5,1,87.0,61.54,0.66,Sports,New / Occasional Shopper
C10787,21,Male,South,63356.26,2.77,4.6,13,972.74,72.69,0.81,Beauty,Young Digital Shopper
C10788,55,Female,North,39901.05,6.59,52.8,4,106.05,27.78,0.13,Sports,At-Risk / Churning
C10789,39,Male,North,41925.37,1.11,129.4,5,201.08,41.79,0.47,Electronics,At-Risk / Churning
C10790,28,Male,North,46830.49,1.07,7.0,19,900.93,46.46,0.86,Fashion,Young Digital Shopper
C10791,40,Male,South,35499.64,2.26,10.0,13,640.75,50.87,0.53,Electronics,Bargain Hunter
C10792,21,Male,South,34358.14,0.97,11.2,20,749.16,37.58,0.87,Sports,Young Digital Shopper
C10793,43,Male,North,105327.08,6.01,4.3,29,3392.1,116.32,0.32,Home & Living,High-Value Loyalist
C10794,42,Female,South,99665.06,6.46,14.7,21,2960.49,141.49,0.65,Fashion,High-Value Loyalist
C10795,29,Male,South,61571.25,1.91,4.8,14,855.7,60.97,0.94,Groceries,Young Digital Shopper
C10796,38,Female,North,91762.57,4.2,11.6,33,2495.63,75.52,0.66,Sports,High-Value Loyalist
C10797,56,Male,West,87474.66,4.97,8.9,32,2588.23,81.8,0.54,Electronics,High-Value Loyalist
C10798,62,Female,South,48028.99,0.97,99.2,4,64.42,17.75,0.45,Beauty,At-Risk / Churning
C10799,48,Female,South,34114.4,5.64,88.1,5,147.02,30.29,0.23,Beauty,At-Risk / Churning
C10800,74,Male,East,70571.07,3.09,102.4,3,20.0,7.37,0.48,Fashion,At-Risk / Churning
C10801,24,Male,East,50856.47,3.74,2.9,23,593.49,25.45,1.0,Electronics,Young Digital Shopper
C10802,30,Male,West,62498.2,0.58,33.6,1,315.29,315.29,0.88,Beauty,New / Occasional Shopper
C10803,18,Female,South,65231.13,3.43,4.0,12,293.45,24.16,0.21,Groceries,Bargain Hunter
C10804,30,Female,East,81368.34,5.69,1.0,15,4458.73,299.37,0.86,Sports,High-Value Loyalist
C10805,49,Male,North,85741.0,6.09,9.2,28,2801.83,100.34,0.47,Beauty,High-Value Loyalist
C10806,41,Female,East,62547.35,3.32,119.6,3,388.77,145.96,0.0,Sports,At-Risk / Churning
C10807,24,Male,South,93268.22,5.87,15.3,23,3051.01,131.0,0.6,Home & Living,High-Value Loyalist
C10808,52,Female,North,46959.88,2.31,12.6,10,246.13,24.38,0.6,Fashion,Bargain Hunter
C10809,19,Male,East,56557.53,0.69,27.8,6,144.65,22.89,0.78,Beauty,New / Occasional Shopper
C10810,27,Male,North,113158.28,3.67,7.6,33,3683.17,112.51,0.43,Beauty,High-Value Loyalist
C10811,50,Male,North,91792.38,5.96,13.1,31,3401.58,111.38,0.49,Beauty,High-Value Loyalist
C10812,36,Male,North,45695.4,0.71,36.9,7,288.16,38.7,0.67,Electronics,New / Occasional Shopper
C10813,41,Female,South,63908.59,1.22,27.5,7,566.55,86.32,0.48,Home & Living,Bargain Hunter
C10814,44,Female,East,107758.28,9.52,11.8,36,3709.65,101.98,0.35,Home & Living,High-Value Loyalist
C10815,20,Male,South,52572.2,0.1,30.8,5,246.91,52.98,0.54,Home & Living,New / Occasional Shopper
C10816,32,Female,South,24850.1,0.1,31.2,5,234.53,43.19,0.49,Groceries,New / Occasional Shopper
C10817,42,Male,South,44829.76,3.37,23.0,17,450.77,26.5,0.17,Fashion,Bargain Hunter
C10818,48,Female,East,55473.29,7.69,87.4,3,419.6,123.83,0.37,Electronics,At-Risk / Churning
C10819,22,Male,South,26194.96,1.09,7.1,29,1087.47,37.15,0.93,Fashion,Young Digital Shopper
C10820,60,Male,South,121783.06,2.6,12.0,28,3346.8,118.64,0.44,Electronics,High-Value Loyalist
C10821,34,Female,South,31427.82,2.42,19.6,10,244.07,25.09,0.43,Groceries,Bargain Hunter
C10822,18,Female,West,24170.41,0.58,6.0,19,1071.26,54.99,0.84,Home & Living,Young Digital Shopper
C10823,68,Female,North,53515.46,6.12,83.7,8,232.73,29.27,0.46,Groceries,At-Risk / Churning
C10824,32,Male,West,46505.01,0.75,26.4,5,362.58,77.96,0.89,Sports,New / Occasional Shopper
C10825,39,Female,North,112061.3,5.69,15.4,23,2861.49,122.42,0.88,Fashion,High-Value Loyalist
C10826,40,Female,East,47723.13,4.65,29.4,16,264.75,16.11,0.43,Home & Living,Bargain Hunter
C10827,31,Male,North,61241.44,1.62,4.2,20,587.46,29.28,0.81,Groceries,Young Digital Shopper
C10828,23,Male,North,29024.33,0.81,41.8,1,88.96,88.96,0.28,Fashion,New / Occasional Shopper
C10829,34,Male,North,68081.21,1.39,1.0,20,653.31,31.88,0.78,Fashion,Young Digital Shopper
C10830,38,Female,West,74100.68,3.99,28.9,1,144.66,96.82,0.37,Fashion,At-Risk / Churning
C10831,38,Male,West,59561.83,2.0,21.5,10,480.26,48.7,0.67,Groceries,Bargain Hunter
C10832,20,Male,East,69656.43,1.0,1.0,17,664.94,38.5,1.0,Sports,Young Digital Shopper
C10833,49,Male,East,53431.16,7.1,81.7,1,268.0,268.0,0.35,Fashion,At-Risk / Churning
C10834,58,Male,South,37968.62,8.0,104.2,2,94.14,50.75,0.31,Groceries,At-Risk / Churning
C10835,29,Male,East,66669.92,3.45,13.5,12,452.5,38.02,0.63,Groceries,Bargain Hunter
C10836,70,Male,East,48323.93,5.89,39.1,4,213.63,53.43,0.32,Fashion,At-Risk / Churning
C10837,29,Male,North,67046.31,0.1,35.5,2,72.37,47.34,0.68,Electronics,New / Occasional Shopper
C10838,45,Male,South,46846.09,0.1,22.9,12,510.36,43.43,0.62,Electronics,Bargain Hunter
C10839,33,Female,North,52506.84,2.79,27.5,11,646.19,57.07,0.73,Home & Living,Bargain Hunter
C10840,47,Male,North,89122.96,8.29,1.2,29,3307.01,112.76,0.65,Fashion,High-Value Loyalist
C10841,51,Male,North,33795.67,3.76,70.9,2,342.9,152.09,0.16,Groceries,At-Risk / Churning
C10842,46,Female,South,60978.5,0.5,31.7,10,600.38,62.05,0.23,Beauty,Bargain Hunter
C10843,51,Male,South,43570.01,2.04,15.2,10,505.92,49.91,0.4,Home & Living,Bargain Hunter
C10844,52,Female,East,96636.67,8.31,4.3,35,2790.35,78.79,0.76,Home & Living,High-Value Loyalist
C10845,53,Female,East,50809.14,0.27,30.1,6,243.21,41.14,0.91,Home & Living,New / Occasional Shopper
C10846,29,Male,South,47724.66,2.29,7.1,18,874.7,47.88,0.81,Home & Living,Young Digital Shopper
C10847,55,Male,West,68643.67,0.1,85.2,1,77.78,77.78,0.19,Beauty,At-Risk / Churning
C10848,41,Female,West,55575.76,7.23,1.0,28,4579.34,163.63,0.45,Beauty,High-Value Loyalist
C10849,43,Female,West,39810.73,0.26,24.6,7,184.1,26.93,0.87,Electronics,New / Occasional Shopper
C10850,45,Male,South,97369.33,5.09,5.5,28,2890.19,103.26,0.69,Beauty,High-Value Loyalist
C10851,18,Female,West,55415.65,1.94,1.4,21,990.97,48.34,0.87,Home & Living,Young Digital Shopper
C10852,27,Female,North,51376.55,0.1,59.6,7,57.32,7.77,0.58,Home & Living,New / Occasional Shopper
C10853,34,Female,West,47491.42,0.43,55.7,6,284.22,44.25,0.74,Groceries,New / Occasional Shopper
C10854,25,Male,East,43785.01,1.85,10.5,27,725.18,26.54,0.86,Fashion,Young Digital Shopper
C10855,58,Female,East,57909.33,0.74,25.3,18,352.64,19.55,0.48,Electronics,Bargain Hunter
C10856,57,Male,West,68399.94,5.01,78.1,3,366.61,130.97,0.12,Home & Living,At-Risk / Churning
C10857,37,Female,North,19889.06,0.1,33.2,2,308.81,184.56,0.42,Home & Living,New / Occasional Shopper
C10858,18,Male,East,54309.78,2.8,1.0,14,777.43,56.26,0.94,Beauty,Young Digital Shopper
C10859,18,Female,South,57471.94,2.05,34.7,16,489.44,30.71,0.26,Beauty,Bargain Hunter
C10860,33,Male,North,78851.03,3.55,74.2,1,473.92,473.92,0.44,Groceries,At-Risk / Churning
C10861,47,Female,West,87946.56,8.16,107.3,2,188.19,96.1,0.64,Fashion,At-Risk / Churning
C10862,46,Male,South,39333.54,3.25,91.5,1,194.7,194.7,0.19,Electronics,At-Risk / Churning
C10863,26,Female,West,74024.51,6.17,24.9,18,395.99,21.78,0.39,Beauty,Bargain Hunter
C10864,48,Female,East,72720.94,8.1,11.6,32,4088.53,129.79,0.68,Sports,High-Value Loyalist
C10865,52,Male,West,22099.57,1.1,13.6,5,326.25,63.59,0.69,Sports,New / Occasional Shopper
C10866,18,Male,South,56706.16,0.52,11.8,1,226.26,156.65,0.86,Fashion,New / Occasional Shopper
C10867,45,Male,West,38105.89,1.58,99.1,4,385.16,91.14,0.41,Beauty,At-Risk / Churning
C10868,37,Male,South,89696.55,4.84,4.5,33,2207.32,66.22,0.4,Fashion,High-Value Loyalist
C10869,18,Female,North,64216.17,2.62,11.4,13,193.56,14.74,0.87,Sports,Young Digital Shopper
C10870,70,Male,South,15441.35,6.89,75.8,2,421.33,194.56,0.61,Home & Living,At-Risk / Churning
C10871,46,Female,South,64917.78,5.08,1.0,34,3073.93,89.81,0.36,Sports,High-Value Loyalist
C10872,18,Female,East,73283.35,0.1,50.1,3,153.44,46.09,0.72,Sports,New / Occasional Shopper
C10873,25,Female,West,33977.14,0.1,1.5,27,967.77,35.54,0.9,Beauty,Young Digital Shopper
C10874,50,Female,East,16919.4,0.1,90.2,4,439.73,117.79,0.22,Sports,At-Risk / Churning
C10875,38,Male,North,15000.0,0.1,28.3,7,180.65,26.37,0.83,Sports,New / Occasional Shopper
C10876,26,Male,East,49239.29,4.23,1.5,20,606.22,31.08,0.97,Electronics,Young Digital Shopper
C10877,18,Male,West,27786.43,2.98,12.2,14,838.75,60.54,0.93,Groceries,Young Digital Shopper
C10878,48,Female,North,47447.24,5.6,70.7,4,285.94,74.78,0.78,Groceries,At-Risk / Churning
C10879,43,Female,West,41878.26,5.57,24.0,14,427.48,31.08,0.98,Home & Living,Bargain Hunter
C10880,57,Female,South,31882.43,5.22,33.7,7,335.35,47.67,0.61,Beauty,Bargain Hunter
C10881,49,Female,North,56272.68,1.26,106.4,10,318.7,32.28,0.2,Groceries,At-Risk / Churning
C10882,35,Male,East,51780.32,0.92,28.1,8,113.81,14.28,0.63,Beauty,New / Occasional Shopper
C10883,42,Female,North,66712.78,0.1,13.3,15,555.71,37.87,0.8,Fashion,Bargain Hunter
C10884,18,Male,West,53904.07,0.98,10.2,16,820.94,50.93,0.79,Groceries,Young Digital Shopper
C10885,22,Male,West,44747.94,0.92,4.9,28,831.74,29.32,0.91,Home & Living,Young Digital Shopper
C10886,18,Male,West,33516.02,0.13,6.7,24,414.0,16.98,0.84,Fashion,Young Digital Shopper
C10887,37,Male,North,94144.69,3.84,15.3,31,2667.94,86.77,0.57,Electronics,High-Value Loyalist
C10888,29,Female,East,98152.69,4.89,7.4,31,3781.94,120.95,0.62,Electronics,High-Value Loyalist
C10889,30,Male,North,15000.0,2.88,83.2,1,315.69,232.65,0.0,Beauty,At-Risk / Churning
C10890,28,Female,South,41315.73,0.69,5.9,22,1235.84,56.24,0.89,Sports,Young Digital Shopper
C10891,20,Female,West,42329.0,0.86,29.2,4,89.16,23.51,0.28,Sports,New / Occasional Shopper
C10892,27,Male,North,60998.19,1.75,8.4,17,666.95,39.43,0.89,Fashion,Young Digital Shopper
C10893,32,Male,East,102608.39,4.25,10.4,29,3277.7,112.23,0.8,Beauty,High-Value Loyalist
C10894,62,Male,South,84667.35,3.56,77.7,6,325.67,51.51,0.17,Sports,At-Risk / Churning
C10895,20,Male,South,42911.14,0.57,38.1,3,392.2,131.4,0.7,Beauty,New / Occasional Shopper
C10896,31,Male,East,27987.21,0.61,4.2,24,1421.06,58.61,0.82,Beauty,Young Digital Shopper
C10897,24,Male,East,58516.86,0.1,3.8,9,559.67,61.01,0.88,Home & Living,Young Digital Shopper
C10898,34,Female,South,73981.71,3.3,1.8,20,661.88,32.63,0.86,Electronics,Young Digital Shopper
C10899,27,Male,South,68046.65,4.55,1.0,9,413.12,44.76,0.37,Home & Living,Bargain Hunter
C10900,61,Male,East,32074.38,2.94,32.9,12,344.44,29.7,0.42,Fashion,Bargain Hunter
C10901,24,Male,South,38751.93,1.93,1.1,15,605.01,40.57,0.85,Fashion,Young Digital Shopper
C10902,22,Female,North,103448.14,5.85,8.0,33,3701.53,112.53,0.53,Fashion,High-Value Loyalist
C10903,18,Female,West,62875.57,5.34,19.8,9,385.12,42.55,0.47,Fashion,Bargain Hunter
C10904,25,Female,South,54446.73,1.0,45.1,2,66.53,30.95,0.64,Sports,New / Occasional Shopper
C10905,55,Male,East,60834.47,0.1,120.4,1,589.3,589.3,0.04,Groceries,At-Risk / Churning
C10906,37,Male,South,50967.82,4.99,18.0,8,484.9,63.55,0.44,Beauty,Bargain Hunter
C10907,26,Male,East,91902.03,8.32,1.7,20,3569.22,179.36,0.28,Beauty,High-Value Loyalist
C10908,20,Male,North,57172.47,0.1,6.0,16,1009.95,64.87,0.75,Home & Living,Young Digital Shopper
C10909,25,Female,West,60587.75,1.89,2.3,22,915.84,41.87,0.8,Sports,Young Digital Shopper
C10910,48,Male,North,57409.39,2.49,81.2,2,77.31,35.55,0.36,Fashion,At-Risk / Churning
C10911,38,Female,North,47784.2,1.0,27.0,3,237.22,83.02,0.17,Groceries,New / Occasional Shopper
C10912,25,Male,West,77551.86,0.68,60.2,5,212.09,39.18,0.28,Groceries,New / Occasional Shopper
C10913,32,Female,East,37933.35,0.4,48.0,1,186.75,186.75,0.47,Home & Living,New / Occasional Shopper
C10914,32,Male,West,41814.93,0.6,25.1,3,166.09,54.3,0.5,Beauty,New / Occasional Shopper
C10915,46,Male,East,51228.6,0.44,29.3,4,87.59,20.41,0.56,Electronics,New / Occasional Shopper
C10916,37,Female,East,88601.6,2.3,5.2,46,2736.17,59.8,0.24,Groceries,High-Value Loyalist
C10917,35,Female,North,118021.09,7.25,11.7,27,3017.69,112.34,0.58,Sports,High-Value Loyalist
C10918,25,Female,North,71775.16,1.61,7.0,23,1111.97,47.63,0.9,Groceries,Young Digital Shopper
C10919,40,Male,North,42287.32,0.23,23.9,11,373.76,34.83,1.0,Groceries,Bargain Hunter
C10920,43,Female,East,141234.58,7.27,3.2,24,3187.74,134.75,0.42,Groceries,High-Value Loyalist
C10921,18,Male,West,17897.53,0.1,31.6,1,316.64,316.64,0.34,Groceries,New / Occasional Shopper
C10922,28,Male,North,100799.28,5.66,60.0,3,230.71,88.48,0.49,Electronics,At-Risk / Churning
C10923,35,Female,North,62485.43,0.91,8.3,19,306.12,16.05,0.5,Sports,Bargain Hunter
C10924,33,Female,South,87543.37,4.71,3.1,32,2651.91,82.43,0.42,Groceries,High-Value Loyalist
C10925,25,Female,North,30803.46,0.64,1.4,13,1342.06,106.45,0.92,Sports,Young Digital Shopper
C10926,34,Female,East,103285.42,6.84,6.6,40,4075.25,100.66,0.75,Beauty,High-Value Loyalist
C10927,27,Female,North,69454.14,0.1,41.1,5,191.44,42.31,1.0,Electronics,New / Occasional Shopper
C10928,22,Female,North,41469.06,5.04,3.5,14,264.26,19.41,0.53,Electronics,Bargain Hunter
C10929,31,Male,East,52232.86,4.39,149.4,5,222.94,48.93,0.23,Sports,At-Risk / Churning
C10930,28,Female,North,36558.63,1.49,2.2,21,599.41,28.75,0.94,Fashion,Young Digital Shopper
C10931,18,Male,West,56320.34,0.1,5.0,28,1271.39,45.0,0.8,Groceries,Young Digital Shopper
C10932,58,Female,North,51855.59,4.99,29.3,10,393.05,39.86,0.49,Electronics,Bargain Hunter
C10933,69,Male,West,54143.69,4.75,73.6,1,348.82,348.82,0.37,Beauty,At-Risk / Churning
C10934,43,Male,South,69263.22,3.24,101.0,3,392.85,154.79,0.33,Fashion,At-Risk / Churning
C10935,27,Female,North,29493.81,1.38,1.9,9,897.46,100.76,1.0,Groceries,Young Digital Shopper
C10936,35,Female,East,33521.82,1.09,25.6,4,123.04,30.75,0.54,Groceries,New / Occasional Shopper
C10937,34,Male,South,86647.92,4.67,11.0,35,5091.38,146.06,0.48,Fashion,High-Value Loyalist
C10938,29,Female,East,38774.43,0.6,1.0,4,163.59,38.52,0.9,Sports,New / Occasional Shopper
C10939,23,Female,West,73203.48,5.02,11.2,27,3845.76,145.04,0.25,Electronics,High-Value Loyalist
C10940,29,Male,North,55707.03,0.42,12.2,17,1350.52,78.7,0.8,Electronics,Young Digital Shopper
C10941,36,Female,North,46519.7,0.27,51.1,4,185.04,47.68,0.75,Electronics,New / Occasional Shopper
C10942,41,Female,South,87668.35,2.09,7.6,38,2889.89,76.93,0.48,Electronics,High-Value Loyalist
C10943,47,Female,East,53515.05,5.83,29.6,14,586.94,42.15,0.7,Fashion,Bargain Hunter
C10944,45,Female,East,62927.74,3.41,35.7,16,711.82,44.14,0.62,Beauty,Bargain Hunter
C10945,23,Female,South,50538.12,0.1,6.2,21,920.8,43.11,0.95,Electronics,Young Digital Shopper
C10946,72,Female,South,74639.23,4.49,127.1,3,260.4,78.01,0.46,Sports,At-Risk / Churning
C10947,19,Female,East,52925.66,0.99,35.2,3,129.0,39.34,0.75,Fashion,New / Occasional Shopper
C10948,18,Female,East,59317.65,0.97,14.4,5,325.52,63.89,0.97,Sports,New / Occasional Shopper
C10949,18,Male,South,42427.97,1.63,9.4,17,1321.93,76.35,0.88,Beauty,Young Digital Shopper
C10950,31,Male,West,55796.33,0.97,12.3,15,517.98,34.97,0.72,Beauty,Bargain Hunter
C10951,40,Male,West,63194.51,2.87,3.8,21,1168.28,55.31,0.77,Sports,Young Digital Shopper
C10952,26,Female,East,61734.48,1.2,3.0,10,1046.89,100.04,0.72,Beauty,Young Digital Shopper
C10953,51,Male,West,106166.32,7.41,20.1,24,3478.69,142.16,0.48,Electronics,High-Value Loyalist
C10954,25,Male,South,66106.9,0.78,43.9,4,228.82,58.15,0.7,Groceries,New / Occasional Shopper
C10955,27,Female,North,19752.83,1.02,47.6,2,160.41,104.87,0.78,Beauty,New / Occasional Shopper
C10956,53,Male,North,61040.32,3.16,118.6,1,20.0,14.75,0.51,Electronics,At-Risk / Churning
C10957,51,Female,North,34314.46,3.07,43.4,8,433.05,56.62,0.26,Home & Living,Bargain Hunter
C10958,69,Male,West,45065.28,0.84,15.1,15,692.14,46.53,0.73,Electronics,Bargain Hunter
C10959,47,Male,West,29107.37,5.73,12.0,11,486.75,44.3,0.45,Beauty,Bargain Hunter
C10960,24,Female,South,75791.15,4.86,12.0,18,723.33,40.3,0.6,Electronics,Bargain Hunter
C10961,50,Male,East,64943.14,0.1,7.8,10,39.55,4.02,0.58,Fashion,Bargain Hunter
C10962,37,Male,North,104382.97,2.22,6.9,29,2396.92,81.39,0.64,Beauty,High-Value Loyalist
C10963,40,Male,East,99901.43,5.89,4.8,39,3312.42,84.26,0.58,Fashion,High-Value Loyalist
C10964,35,Male,North,56039.76,0.89,7.6,1,173.15,173.15,0.61,Beauty,New / Occasional Shopper
C10965,24,Male,South,51849.58,0.36,6.6,13,138.26,11.02,0.57,Beauty,Bargain Hunter
C10966,33,Male,North,20315.1,0.88,24.9,1,27.47,27.47,0.67,Groceries,New / Occasional Shopper
C10967,41,Female,West,90078.98,5.68,2.6,25,2275.06,89.71,0.42,Groceries,High-Value Loyalist
C10968,23,Female,South,50248.62,2.19,5.8,9,367.94,38.94,0.67,Sports,Bargain Hunter
C10969,18,Male,North,40174.77,1.25,4.5,19,1117.68,57.7,0.86,Beauty,Young Digital Shopper
C10970,22,Male,East,56965.48,1.85,11.3,18,643.01,35.6,0.88,Groceries,Young Digital Shopper
C10971,47,Male,North,103956.41,5.93,6.3,18,3519.46,194.71,0.43,Sports,High-Value Loyalist
C10972,42,Male,West,104261.59,6.32,11.2,29,1815.97,63.26,0.74,Groceries,High-Value Loyalist
C10973,33,Female,West,55196.76,0.1,27.7,6,20.0,3.54,0.44,Fashion,New / Occasional Shopper
C10974,36,Female,East,50815.09,0.93,3.4,18,1092.0,61.03,0.75,Fashion,Young Digital Shopper
C10975,38,Female,West,60263.87,9.4,92.1,2,270.78,154.73,0.47,Sports,At-Risk / Churning
C10976,54,Female,West,44311.68,2.83,6.8,12,581.43,48.45,0.57,Electronics,Bargain Hunter
C10977,51,Female,East,34722.36,3.8,17.6,9,315.34,33.37,0.55,Groceries,Bargain Hunter
C10978,19,Male,South,55673.44,1.31,14.9,18,702.68,38.29,0.9,Fashion,Bargain Hunter
C10979,29,Male,South,43747.22,2.14,11.1,19,988.43,52.02,0.76,Groceries,Young Digital Shopper
C10980,33,Male,South,47714.05,0.88,34.3,6,162.1,29.09,0.36,Electronics,New / Occasional Shopper
C10981,20,Female,East,49249.99,0.37,33.6,1,145.47,145.47,0.88,Electronics,New / Occasional Shopper
C10982,58,Female,West,80435.02,2.54,15.7,6,349.1,53.98,0.84,Electronics,At-Risk / Churning
C10983,34,Female,East,61151.3,2.54,30.7,11,383.89,36.04,0.6,Home & Living,Bargain Hunter
C10984,53,Female,West,114511.39,5.24,7.2,15,3096.26,204.22,0.44,Electronics,High-Value Loyalist
C10985,20,Male,South,25789.24,1.06,53.3,2,180.03,87.36,0.84,Groceries,New / Occasional Shopper
C10986,29,Female,South,64477.06,0.87,7.7,10,791.44,80.64,0.94,Beauty,Young Digital Shopper
C10987,42,Female,South,115245.4,4.93,7.1,29,3829.39,131.79,0.33,Electronics,High-Value Loyalist
C10988,33,Male,North,29088.92,1.9,1.0,23,1209.74,52.95,0.86,Groceries,Young Digital Shopper
C10989,38,Female,West,63794.52,5.54,107.6,1,232.29,232.29,0.3,Sports,At-Risk / Churning
C10990,64,Female,East,49214.85,5.3,77.7,1,160.09,160.09,0.45,Groceries,At-Risk / Churning
C10991,75,Male,North,45042.82,4.73,44.5,1,161.49,161.49,0.16,Home & Living,At-Risk / Churning
C10992,54,Female,South,102825.44,2.61,76.1,1,407.44,407.44,0.0,Sports,At-Risk / Churning
C10993,25,Female,South,33830.52,0.25,6.0,24,955.99,39.8,0.81,Beauty,Young Digital Shopper
C10994,34,Male,North,32992.39,0.22,1.8,5,99.21,20.5,0.79,Beauty,New / Occasional Shopper
C10995,63,Male,North,62486.42,0.1,21.4,12,157.33,12.65,0.28,Sports,Bargain Hunter
C10996,53,Male,South,62702.3,3.09,46.2,3,510.93,199.47,0.38,Fashion,At-Risk / Churning
C10997,41,Male,East,63378.79,4.49,3.4,20,3107.78,152.83,0.58,Electronics,High-Value Loyalist
C10998,41,Non-binary,West,39642.09,0.49,80.7,3,98.7,34.38,0.44,Electronics,New / Occasional Shopper
C10999,18,Female,South,49940.05,0.42,1.0,17,1131.36,66.19,1.0,Home & Living,Young Digital Shopper
C11000,34,Male,South,82130.48,3.48,12.1,25,4774.52,190.43,0.61,Groceries,High-Value Loyalist
C11001,33,Male,North,40774.14,4.23,28.0,4,218.86,49.24,0.38,Sports,Bargain Hunter
C11002,46,Female,West,93507.99,3.49,12.0,21,1908.74,90.32,0.62,Beauty,High-Value Loyalist
C11003,44,Male,West,111880.25,4.31,12.2,29,2890.59,99.09,0.57,Beauty,High-Value Loyalist
C11004,50,Female,North,69004.9,5.04,67.4,5,366.44,72.7,0.5,Electronics,At-Risk / Churning
C11005,27,Female,North,46624.65,0.1,9.6,14,734.61,50.74,0.88,Fashion,Young Digital Shopper
C11006,26,Male,South,30556.29,0.57,27.9,4,183.54,51.36,0.58,Fashion,New / Occasional Shopper
C11007,22,Female,East,60977.69,0.1,1.0,18,809.33,45.03,0.91,Fashion,Young Digital Shopper
C11008,61,Male,East,66643.7,4.3,55.4,2,384.05,189.65,0.11,Fashion,At-Risk / Churning
C11009,67,Female,North,46221.76,1.94,24.5,8,499.16,62.91,0.67,Sports,Bargain Hunter
C11010,33,Female,East,80735.91,3.88,71.1,1,507.15,507.15,0.19,Sports,At-Risk / Churning
C11011,36,Male,West,34805.58,2.13,3.7,10,474.42,45.91,0.56,Sports,Bargain Hunter
C11012,43,Female,East,54259.68,2.41,39.7,11,278.6,25.26,0.49,Fashion,Bargain Hunter
C11013,18,Female,East,20463.85,1.11,38.9,7,187.14,27.66,0.81,Fashion,New / Occasional Shopper
C11014,26,Female,South,62484.87,1.38,8.1,23,811.24,35.67,0.86,Electronics,Young Digital Shopper
C11015,20,Male,South,95549.69,4.79,7.6,20,3670.24,185.64,0.44,Home & Living,High-Value Loyalist
C11016,55,Male,East,67615.54,1.0,80.9,7,372.3,53.2,0.2,Groceries,At-Risk / Churning
C11017,18,Female,South,51428.79,0.92,31.0,5,219.76,43.42,0.53,Sports,New / Occasional Shopper
C11018,37,Female,South,115357.54,0.1,6.6,36,4448.44,122.77,0.44,Sports,High-Value Loyalist
C11019,28,Female,South,43757.95,3.89,15.9,16,443.99,27.43,0.76,Groceries,Bargain Hunter
C11020,36,Female,West,57306.38,0.41,50.0,3,195.77,56.31,0.77,Electronics,New / Occasional Shopper
C11021,44,Male,North,73244.14,6.49,116.5,1,176.37,176.37,0.28,Fashion,At-Risk / Churning
C11022,18,Male,South,52251.11,0.1,32.6,3,156.64,58.19,0.88,Home & Living,New / Occasional Shopper
C11023,38,Female,South,61376.56,5.09,24.0,11,367.76,33.87,0.67,Sports,Bargain Hunter
C11024,64,Female,North,52841.29,3.86,66.1,3,376.36,141.42,0.46,Fashion,At-Risk / Churning
C11025,23,Male,North,39503.58,1.02,7.6,19,537.35,28.91,0.95,Sports,Young Digital Shopper
C11026,29,Female,West,34500.33,0.2,20.4,3,339.35,112.13,0.68,Fashion,New / Occasional Shopper
C11027,23,Female,West,40395.74,3.12,5.1,8,922.5,120.76,0.96,Sports,Young Digital Shopper
C11028,36,Female,North,62914.43,8.48,54.5,6,266.09,41.81,0.33,Fashion,At-Risk / Churning
C11029,29,Male,North,32812.97,1.24,13.9,20,514.95,26.08,0.55,Groceries,Bargain Hunter
C11030,20,Male,North,44175.58,0.1,39.5,19,352.31,18.95,0.37,Beauty,Bargain Hunter
C11031,58,Male,East,78214.15,3.23,80.1,4,161.91,39.37,0.46,Sports,At-Risk / Churning
C11032,38,Female,North,63123.56,2.27,4.3,7,379.49,56.3,0.21,Groceries,Bargain Hunter
C11033,32,Female,South,60441.44,1.2,39.5,3,192.03,65.57,0.8,Groceries,New / Occasional Shopper
C11034,19,Female,West,47430.22,1.0,1.0,18,509.54,28.03,0.37,Fashion,Bargain Hunter
C11035,34,Female,South,44681.08,4.5,87.9,4,426.97,100.66,0.56,Home & Living,At-Risk / Churning
C11036,18,Male,East,39946.43,2.12,2.8,16,662.19,41.8,0.84,Home & Living,Young Digital Shopper
C11037,23,Male,North,40919.75,4.72,27.7,10,311.38,30.59,0.64,Sports,Bargain Hunter
C11038,40,Male,East,48734.25,4.86,17.6,9,558.75,62.43,0.55,Beauty,Bargain Hunter
C11039,37,Male,East,113725.87,6.08,10.3,44,3417.07,78.34,0.65,Groceries,High-Value Loyalist
